datetime,latitude,longitude,altitude
2023-10-10T08:51:00Z,-33.11622,18.56586,11100.0
2023-10-10T08:52:00Z,-33.13103,18.60665,11400.0
2023-10-10T08:53:00Z,-33.14607,18.64873,11700.0
2023-10-10T08:54:00Z,-33.16044,18.69021,12000.0
2023-10-10T08:55:00Z,-33.17404,18.73084,12300.0
2023-10-10T08:56:00Z,-33.18591,18.76923,12600.0
2023-10-10T08:57:00Z,-33.19595,18.80524,12900.0
2023-10-10T08:58:00Z,-33.20446,18.83840,13200.0
2023-10-10T08:59:00Z,-33.21212,18.86764,13500.0
2023-10-10T09:00:00Z,-33.21901,18.89286,13800.0
2023-10-10T09:01:00Z,-33.22514,18.91421,14100.0
2023-10-10T09:02:00Z,-33.23068,18.93298,14400.0
2023-10-10T09:03:00Z,-33.23566,18.94931,14700.0
2023-10-10T09:04:00Z,-33.24006,18.96322,15000.0
2023-10-10T09:05:00Z,-33.24385,18.97514,15300.0
2023-10-10T09:06:00Z,-33.24696,18.98635,15600.0
2023-10-10T09:07:00Z,-33.24940,18.99695,15900.0
2023-10-10T09:08:00Z,-33.25117,19.00692,16200.0
2023-10-10T09:09:00Z,-33.25229,19.01625,16500.0
2023-10-10T09:10:00Z,-33.25286,19.02499,16800.0
2023-10-10T09:11:00Z,-33.25301,19.03316,17100.0
2023-10-10T09:12:00Z,-33.25271,19.04077,17400.0
2023-10-10T09:13:00Z,-33.25197,19.04782,17700.0
2023-10-10T09:14:00Z,-33.25079,19.05433,18000.0
2023-10-10T09:15:00Z,-33.24916,19.06029,18300.0
2023-10-10T09:16:00Z,-33.24708,19.06571,18600.0
2023-10-10T09:17:00Z,-33.24468,19.07048,18900.0
2023-10-10T09:18:00Z,-33.24228,19.07435,19200.0
2023-10-10T09:19:00Z,-33.23990,19.07731,19500.0
2023-10-10T09:20:00Z,-33.23756,19.07935,19800.0
2023-10-10T09:21:00Z,-33.23525,19.08047,20100.0
2023-10-10T09:22:00Z,-33.23299,19.08069,20400.0
2023-10-10T09:23:00Z,-33.23079,19.07998,20700.0
2023-10-10T09:24:00Z,-33.22862,19.07842,21000.0
2023-10-10T09:25:00Z,-33.22648,19.07611,21300.0
2023-10-10T09:26:00Z,-33.22435,19.07303,21600.0
2023-10-10T09:27:00Z,-33.22224,19.06918,21900.0
2023-10-10T09:28:00Z,-33.22015,19.06458,22200.0
2023-10-10T09:29:00Z,-33.21807,19.05921,22500.0
2023-10-10T09:30:00Z,-33.21601,19.05308,22800.0
2023-10-10T09:31:00Z,-33.21397,19.04618,23100.0
2023-10-10T09:32:00Z,-33.21194,19.03851,23400.0
2023-10-10T09:33:00Z,-33.20993,19.03008,23700.0
2023-10-10T09:34:00Z,-33.20795,19.02091,24000.0
2023-10-10T09:35:00Z,-33.20625,19.01148,24300.0
2023-10-10T09:36:00Z,-33.20491,19.00199,24600.0
2023-10-10T09:37:00Z,-33.20394,18.99242,24900.0
2023-10-10T09:38:00Z,-33.20332,18.98280,25200.0
2023-10-10T09:39:00Z,-33.20306,18.97311,25500.0
2023-10-10T09:40:00Z,-33.20316,18.96336,25800.0
2023-10-10T09:41:00Z,-33.20361,18.95356,26100.0
2023-10-10T09:42:00Z,-33.20440,18.94371,26400.0
2023-10-10T09:43:00Z,-33.20543,18.93411,26700.0
2023-10-10T09:44:00Z,-33.20640,18.92555,27000.0
2023-10-10T09:45:00Z,-33.20729,18.91809,27300.0
2023-10-10T09:46:00Z,-33.20810,18.91173,27600.0
2023-10-10T09:47:00Z,-33.20882,18.90647,27900.0
2023-10-10T09:48:00Z,-33.20946,18.90233,28200.0
2023-10-10T09:49:00Z,-33.21000,18.89929,28500.0
2023-10-10T09:50:00Z,-33.21046,18.89736,28800.0
2023-10-10T09:51:00Z,-33.21082,18.89654,29100.0
2023-10-10T09:52:00Z,-33.21109,18.89683,29400.0
2023-10-10T09:53:00Z,-33.21127,18.89824,29700.0
2023-10-10T09:53:59.53125Z,-33.21134,18.90074,29997.7
2023-10-10T09:53:59.53125Z,-33.21134,18.90074,29997.7
2023-10-10T09:54:59.53125Z,-33.21172,18.89952,27715.5
2023-10-10T09:55:59.53125Z,-33.21256,18.89111,25795.1
2023-10-10T09:56:59.53125Z,-33.21203,18.88151,24151.2
2023-10-10T09:57:59.53125Z,-33.21046,18.87341,22698.5
2023-10-10T09:58:59.53125Z,-33.20879,18.86875,21394.6
2023-10-10T09:59:59.53125Z,-33.20705,18.86733,20211.8
2023-10-10T10:00:59.53125Z,-33.20499,18.86913,19129.6
2023-10-10T10:01:59.53125Z,-33.20282,18.87376,18132.2
2023-10-10T10:02:59.53125Z,-33.20201,18.88016,17207.2
2023-10-10T10:03:59.53125Z,-33.20265,18.88815,16344.9
2023-10-10T10:04:59.53125Z,-33.20494,18.89813,15537.3
2023-10-10T10:05:59.53125Z,-33.20894,18.91055,14777.8
2023-10-10T10:06:59.53125Z,-33.21409,18.92830,14061.1
2023-10-10T10:07:59.53125Z,-33.22058,18.95232,13382.5
2023-10-10T10:08:59.53125Z,-33.22891,18.98332,12738.3
2023-10-10T10:09:59.53125Z,-33.24018,19.02006,12125.1
2023-10-10T10:10:59.53125Z,-33.25362,19.06014,11540.1
2023-10-10T10:11:59.53125Z,-33.26746,19.09955,10980.7
2023-10-10T10:12:59.53125Z,-33.27950,19.13266,10442.3
2023-10-10T10:13:59.53125Z,-33.29083,19.16270,9921.5
2023-10-10T10:14:59.53125Z,-33.30181,19.19097,9416.9
2023-10-10T10:15:59.53125Z,-33.31177,19.21715,8927.4
2023-10-10T10:16:59.53125Z,-33.31966,19.24051,8451.8
2023-10-10T10:17:59.53125Z,-33.32527,19.26090,7989.2
2023-10-10T10:18:59.53125Z,-33.32979,19.27814,7538.9
2023-10-10T10:19:59.53125Z,-33.33421,19.29193,7099.9
2023-10-10T10:20:59.53125Z,-33.33859,19.30309,6671.7
2023-10-10T10:21:59.53125Z,-33.34254,19.31255,6253.5
2023-10-10T10:22:59.53125Z,-33.34575,19.32094,5844.9
2023-10-10T10:23:59.53125Z,-33.34860,19.32912,5445.4
2023-10-10T10:24:59.53125Z,-33.35149,19.33728,5054.3
2023-10-10T10:25:59.53125Z,-33.35430,19.34487,4671.4
2023-10-10T10:26:59.53125Z,-33.35698,19.35156,4296.1
2023-10-10T10:27:59.53125Z,-33.35963,19.35725,3928.2
2023-10-10T10:28:59.53125Z,-33.36235,19.36190,3567.2
2023-10-10T10:29:59.53125Z,-33.36511,19.36551,3213.0
2023-10-10T10:30:59.53125Z,-33.36756,19.36776,2865.1
2023-10-10T10:31:59.53125Z,-33.36958,19.36864,2523.3
2023-10-10T10:32:59.53125Z,-33.37112,19.36876,2187.3
2023-10-10T10:33:59.53125Z,-33.37209,19.36841,1856.9
2023-10-10T10:34:59.53125Z,-33.37254,19.36757,1531.9
2023-10-10T10:35:59.53125Z,-33.37254,19.36656,1212.1
2023-10-10T10:36:59.53125Z,-33.37217,19.36561,897.2
2023-10-10T10:37:59.53125Z,-33.37157,19.36477,587.1
2023-10-10T10:38:12.1875Z,-33.37144,19.36462,522.6
