!CSV A.01.01
!Keysight Technologies,N5242A,MY53222371,A.10.65.16
!Date: Friday, October 20, 2023 11:04:32
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
199000000,-1.0076935,-125.5717
199600000,-1.0146987,-126.00451
200200000,-1.0251098,-126.36537
200800000,-1.0221373,-126.78066
201400000,-1.0379785,-127.18073
202000000,-1.0489384,-127.57564
202600000,-1.0523329,-127.95657
203200000,-1.057373,-128.37862
203800000,-1.0652072,-128.76782
204400000,-1.0685724,-129.12852
205000000,-1.0774664,-129.54674
205600000,-1.0743048,-129.99658
206200000,-1.091784,-130.35767
206800000,-1.0935068,-130.74806
207400000,-1.0945139,-131.21921
208000000,-1.1101452,-131.62129
208600000,-1.108668,-132.03429
209200000,-1.1259596,-132.41576
209800000,-1.1311256,-132.81801
210400000,-1.1381364,-133.2757
211000000,-1.1543684,-133.61101
211600000,-1.1615847,-134.04945
212200000,-1.1680492,-134.38989
212800000,-1.1826775,-134.87378
213400000,-1.1947652,-135.23679
214000000,-1.2045923,-135.55544
214600000,-1.2212112,-135.92487
215200000,-1.224937,-136.36111
215800000,-1.2360828,-136.72078
216400000,-1.2475381,-137.04703
217000000,-1.2512099,-137.44482
217600000,-1.2618681,-137.76215
218200000,-1.267918,-138.16412
218800000,-1.2791232,-138.55945
219400000,-1.2766569,-138.92899
220000000,-1.2929236,-139.27702
220600000,-1.2994133,-139.6595
221200000,-1.3030077,-140.04424
221800000,-1.3135178,-140.36743
222400000,-1.3102202,-140.78745
223000000,-1.3183684,-141.13293
223600000,-1.3320737,-141.48122
224200000,-1.3416218,-141.87898
224800000,-1.3322567,-142.31198
225400000,-1.3481907,-142.65698
226000000,-1.3447393,-143.05284
226600000,-1.3527973,-143.46834
227200000,-1.3648278,-143.84244
227800000,-1.3687919,-144.2184
228400000,-1.3769988,-144.65187
229000000,-1.3964775,-145.04082
229600000,-1.4068735,-145.45323
230200000,-1.412358,-145.78154
230800000,-1.4230777,-146.16531
231400000,-1.4267852,-146.52129
232000000,-1.4329443,-146.89545
232600000,-1.4441127,-147.23395
233200000,-1.4489238,-147.64192
233800000,-1.4602159,-148.02519
234400000,-1.4686222,-148.44911
235000000,-1.4749238,-148.82004
235600000,-1.4846985,-149.20448
236200000,-1.4968318,-149.58098
236800000,-1.5094246,-150.01474
237400000,-1.5225853,-150.41647
238000000,-1.529693,-150.78076
238600000,-1.5364984,-151.18742
239200000,-1.5441322,-151.58714
239800000,-1.5564861,-151.8992
240400000,-1.5751127,-152.31496
241000000,-1.5844355,-152.73613
241600000,-1.6030105,-153.04787
242200000,-1.6193048,-153.47011
242800000,-1.6334438,-153.81905
243400000,-1.6438456,-154.18449
244000000,-1.6631132,-154.57971
244600000,-1.6799452,-154.90274
245200000,-1.690918,-155.24437
245800000,-1.7160107,-155.64435
246400000,-1.7184269,-155.94038
247000000,-1.7303796,-156.33926
247600000,-1.7502295,-156.55936
248200000,-1.7659512,-156.86943
248800000,-1.7845922,-157.248
249400000,-1.7947599,-157.52632
250000000,-1.7971975,-157.77271
250600000,-1.8078741,-158.09499
251200000,-1.8139336,-158.44469
251800000,-1.829187,-158.65373
252400000,-1.8437126,-159.01738
253000000,-1.8430448,-159.29636
253600000,-1.8536686,-159.66637
254200000,-1.8531709,-159.93922
254800000,-1.8624429,-160.26599
255400000,-1.8690132,-160.56892
256000000,-1.8933047,-160.8728
256600000,-1.8868852,-161.18916
257200000,-1.9042922,-161.44072
257800000,-1.9092734,-161.75926
258400000,-1.907923,-162.02132
259000000,-1.9278445,-162.30505
259600000,-1.927213,-162.64314
260200000,-1.9230059,-162.89348
260800000,-1.9380989,-163.29077
261400000,-1.9247601,-163.52661
262000000,-1.9342493,-163.74533
262600000,-1.9248803,-164.0979
263200000,-1.935082,-164.36967
263800000,-1.9248357,-164.62549
264400000,-1.9163636,-164.92564
265000000,-1.919121,-165.24158
265600000,-1.9094245,-165.52635
266200000,-1.8940948,-165.89172
266800000,-1.89747,-166.12723
267400000,-1.8921582,-166.45673
268000000,-1.8868618,-166.75613
268600000,-1.8722852,-167.12215
269200000,-1.872854,-167.51042
269800000,-1.856746,-167.80699
270400000,-1.8599038,-168.10928
271000000,-1.8589602,-168.45654
271600000,-1.8402725,-168.84044
272200000,-1.8333296,-169.12587
272800000,-1.8262346,-169.55859
273400000,-1.8102289,-169.93561
274000000,-1.8070738,-170.32956
274600000,-1.8056608,-170.64146
275200000,-1.7949334,-171.0152
275800000,-1.7942787,-171.40152
276400000,-1.7878319,-171.74298
277000000,-1.7778159,-172.12448
277600000,-1.7698909,-172.47556
278200000,-1.7664526,-172.87209
278800000,-1.7554781,-173.19759
279400000,-1.7469373,-173.6032
280000000,-1.7211577,-174.00385
280600000,-1.7268379,-174.32182
281200000,-1.7260224,-174.68454
281800000,-1.7040855,-175.20137
282400000,-1.6912577,-175.5219
283000000,-1.683719,-175.99005
283600000,-1.6735551,-176.40521
284200000,-1.6513138,-176.78873
284800000,-1.6542922,-177.15927
285400000,-1.6497645,-177.63597
286000000,-1.6357797,-178.06897
286600000,-1.6215619,-178.54047
287200000,-1.6209329,-178.99434
287800000,-1.6126095,-179.39111
288400000,-1.5987941,-179.87926
289000000,-1.5899605,179.60371
289600000,-1.5932237,179.22348
290200000,-1.5804155,178.77315
290800000,-1.5737566,178.26408
291400000,-1.5697521,177.82428
292000000,-1.565282,177.32091
292600000,-1.5595526,176.8362
293200000,-1.5644376,176.39958
293800000,-1.5674798,175.91444
294400000,-1.5726004,175.43549
295000000,-1.5725324,175.0491
295600000,-1.565816,174.51465
296200000,-1.560881,174.14566
296800000,-1.5738308,173.68878
297400000,-1.5642239,173.18991
298000000,-1.5566909,172.76529
298600000,-1.5570445,172.36969
299200000,-1.5677919,171.90384
299800000,-1.5523289,171.40511
300400000,-1.5447215,170.89049
301000000,-1.5425813,170.47061
301600000,-1.5394186,169.95975
302200000,-1.5416567,169.50816
302800000,-1.5348078,168.96786
303400000,-1.5414628,168.40269
304000000,-1.5290275,167.9906
304600000,-1.535599,167.45549
305200000,-1.5478092,166.899
305800000,-1.5366484,166.44064
306400000,-1.5397551,165.91904
307000000,-1.5523099,165.46115
307600000,-1.5563406,164.9257
308200000,-1.5631127,164.45163
308800000,-1.5628595,164.0206
309400000,-1.5785921,163.42053
310000000,-1.5724702,162.97681
310600000,-1.5729575,162.50189
311200000,-1.5855843,161.93483
311800000,-1.6036979,161.51276
312400000,-1.5982741,160.96674
313000000,-1.6099172,160.44379
313600000,-1.6093967,159.95724
314200000,-1.6155992,159.44498
314800000,-1.616099,158.94476
315400000,-1.6240176,158.44716
316000000,-1.6416614,157.91951
316600000,-1.6529872,157.43263
317200000,-1.6521971,156.94347
317800000,-1.6640918,156.38625
318400000,-1.6608483,155.93288
319000000,-1.6829748,155.46764
319600000,-1.6888273,154.87466
320200000,-1.7063427,154.4135
320800000,-1.7131598,153.89995
321400000,-1.7195655,153.42372
322000000,-1.729936,152.92841
322600000,-1.7545992,152.42639
323200000,-1.7614822,151.92705
323800000,-1.7735184,151.43921
324400000,-1.7843075,150.89992
325000000,-1.798946,150.41074
325600000,-1.7982347,149.91631
326200000,-1.8317475,149.42018
326800000,-1.833743,148.89746
327400000,-1.8462553,148.46898
328000000,-1.8613522,147.93422
328600000,-1.8684493,147.44823
329200000,-1.8755019,146.97209
329800000,-1.9046794,146.4487
330400000,-1.919085,145.94685
331000000,-1.9272685,145.44476
331600000,-1.9436231,144.98677
332200000,-1.9506658,144.48155
332800000,-1.9598871,144.00407
333400000,-1.9726317,143.42912
334000000,-1.9811432,143.03827
334600000,-1.9951869,142.48138
335200000,-2.0089829,141.92796
335800000,-2.009506,141.47713
336400000,-2.0302742,140.96799
337000000,-2.0433161,140.50626
337600000,-2.0580277,139.93642
338200000,-2.065167,139.48418
338800000,-2.0786619,138.90479
339400000,-2.0921979,138.38884
340000000,-2.1024716,137.90492
340600000,-2.1110806,137.38689
341200000,-2.1339951,136.84572
341800000,-2.1495149,136.33308
342400000,-2.1598866,135.85901
343000000,-2.1820731,135.31857
343600000,-2.186552,134.77208
344200000,-2.2048855,134.21393
344800000,-2.2129886,133.71387
345400000,-2.222621,133.146
346000000,-2.233201,132.70932
346600000,-2.2620432,132.12221
347200000,-2.2598276,131.57472
347800000,-2.2812569,131.05521
348400000,-2.2887201,130.53635
349000000,-2.3046172,130.00983
349600000,-2.3215289,129.4951
350200000,-2.3223495,128.83464
350800000,-2.3436437,128.26534
351400000,-2.3561332,127.65136
352000000,-2.3708086,127.1137
352600000,-2.3869333,126.50951
353200000,-2.3983717,125.97517
353800000,-2.4213269,125.30899
354400000,-2.4338372,124.78307
355000000,-2.4513674,124.23898
355600000,-2.4789128,123.64935
356200000,-2.474719,122.96603
356800000,-2.4916856,122.45985
357400000,-2.5096631,121.8695
358000000,-2.5276928,121.23075
358600000,-2.5534582,120.53306
359200000,-2.5758312,119.95532
359800000,-2.5803115,119.38547
360400000,-2.6084156,118.6957
361000000,-2.6396754,118.05833
361600000,-2.6532552,117.40027
362200000,-2.6751697,116.71674
362800000,-2.7053456,116.17297
363400000,-2.7282629,115.54153
364000000,-2.7522995,114.81963
364600000,-2.7827125,114.17597
365200000,-2.806978,113.51211
365800000,-2.8316677,112.86102
366400000,-2.8589914,112.17471
367000000,-2.8960719,111.5438
367600000,-2.9231691,110.81893
368200000,-2.9477093,110.14517
368800000,-2.9806871,109.50085
369400000,-3.0151958,108.81315
370000000,-3.0525775,108.11172
370600000,-3.0841591,107.47214
371200000,-3.1162822,106.79707
371800000,-3.158726,106.11753
372400000,-3.1884534,105.38541
373000000,-3.2195032,104.73415
373600000,-3.2459781,104.00665
374200000,-3.3044059,103.29495
374800000,-3.3329072,102.53043
375400000,-3.3720634,101.87723
376000000,-3.4110229,101.1334
376600000,-3.4504898,100.40513
377200000,-3.4894884,99.658997
377800000,-3.5307298,98.884392
378400000,-3.5815382,98.117989
379000000,-3.6125717,97.33548
379600000,-3.6699598,96.51841
380200000,-3.7224259,95.807327
380800000,-3.771903,94.991325
381400000,-3.8270504,94.185928
382000000,-3.8797252,93.392029
382600000,-3.940861,92.573097
383200000,-4.0091672,91.779465
383800000,-4.0624747,91.023102
384400000,-4.1400208,90.182831
385000000,-4.1949291,89.451965
385600000,-4.2700152,88.598701
386200000,-4.3293562,87.776131
386800000,-4.4044461,86.995689
387400000,-4.4757128,86.182129
388000000,-4.545856,85.443184
388600000,-4.6153975,84.560303
389200000,-4.7055516,83.828728
389800000,-4.7843714,82.967079
390400000,-4.869679,82.11898
391000000,-4.9553947,81.329018
391600000,-5.0352292,80.523865
392200000,-5.1297507,79.621796
392800000,-5.2166886,78.927032
393400000,-5.3105531,78.04995
394000000,-5.4090362,77.280556
394600000,-5.4957891,76.493668
395200000,-5.5994678,75.622192
395800000,-5.7083983,74.775749
396400000,-5.8019714,74.037857
397000000,-5.9091959,73.206207
397600000,-6.0285206,72.387939
398200000,-6.1313772,71.58551
398800000,-6.2446575,70.783775
399400000,-6.3596387,70.051064
400000000,-6.4663301,69.258141
400600000,-6.5897489,68.505814
401200000,-6.6963029,67.67157
401800000,-6.8297253,66.919838
402400000,-6.9437208,66.122063
403000000,-7.0535393,65.329033
403600000,-7.1788015,64.492256
404200000,-7.3166623,63.722237
404800000,-7.4325571,62.831558
405400000,-7.5601687,61.997524
406000000,-7.7026935,61.191597
406600000,-7.8296633,60.305252
407200000,-7.9782591,59.442741
407800000,-8.1231556,58.539207
408400000,-8.274621,57.715057
409000000,-8.4334688,56.777966
409600000,-8.5954638,55.904221
410200000,-8.7437172,55.041344
410800000,-8.9249229,54.158844
411400000,-9.0886736,53.292278
412000000,-9.2831373,52.430202
412600000,-9.4721947,51.516834
413200000,-9.6318283,50.637806
413800000,-9.8184185,49.827564
414400000,-10.01418,48.903641
415000000,-10.206676,47.930305
415600000,-10.39853,47.06168
416200000,-10.608346,46.127655
416800000,-10.807759,45.133602
417400000,-11.03881,44.151649
418000000,-11.258513,43.098946
418600000,-11.500038,42.093945
419200000,-11.73585,41.027466
419800000,-12.002488,39.918549
420400000,-12.259161,38.771431
421000000,-12.517874,37.763306
421600000,-12.837094,36.692841
422200000,-13.122266,35.558163
422800000,-13.440782,34.384834
423400000,-13.761179,33.340294
424000000,-14.09893,32.187077
424600000,-14.435266,31.069496
425200000,-14.834523,29.884121
425800000,-15.202326,28.699154
426400000,-15.60274,27.564203
427000000,-16.021566,26.20763
427600000,-16.489782,24.932083
428200000,-16.920834,23.676519
428800000,-17.418358,22.332064
429400000,-17.920298,20.934912
430000000,-18.465698,19.283224
430600000,-19.003912,18.386875
431200000,-19.59346,16.02529
431800000,-20.266369,13.979188
432400000,-20.957884,11.811656
433000000,-21.707758,9.4775476
433600000,-22.500448,6.8677568
434200000,-23.453026,3.4359088
434800000,-24.440294,-0.36600333
435400000,-25.554358,-4.4464364
436000000,-26.807184,-9.9005013
436600000,-28.071102,-16.547802
437200000,-29.4604,-26.366457
437800000,-30.898342,-38.392384
438400000,-31.985296,-53.69376
439000000,-32.488918,-73.273796
439600000,-32.092644,-91.610443
440200000,-31.045053,-107.06971
440800000,-29.693466,-118.17421
441400000,-28.274948,-127.56228
442000000,-27.020227,-134.84937
442600000,-25.801531,-140.36014
443200000,-24.68605,-144.74306
443800000,-23.696035,-148.41333
444400000,-22.826986,-151.6122
445000000,-22.044577,-154.87364
445600000,-21.305557,-157.49571
446200000,-20.626871,-159.47806
446800000,-20.040348,-161.68889
447400000,-19.525654,-163.39305
448000000,-18.979128,-165.42302
448600000,-18.523613,-167.00201
449200000,-18.10384,-168.4789
449800000,-17.71652,-169.89006
450400000,-17.347385,-171.05983
451000000,-16.999111,-172.31171
451600000,-16.645348,-173.22104
452200000,-16.329897,-174.15213
452800000,-16.044256,-175.0894
453400000,-15.721856,-175.87602
454000000,-15.422309,-176.61899
454600000,-15.16241,-177.3665
455200000,-14.876709,-177.97134
455800000,-14.594643,-178.67473
456400000,-14.325913,-179.25056
457000000,-14.052135,-179.89532
457600000,-13.801731,179.47066
458200000,-13.5352,178.72398
458800000,-13.283401,178.15221
459400000,-13.037615,177.53423
460000000,-12.787802,176.75417
460600000,-12.554132,176.02293
461200000,-12.330681,175.37302
461800000,-12.089831,174.5363
462400000,-11.879661,173.85249
463000000,-11.666656,173.03331
463600000,-11.448978,172.21326
464200000,-11.256196,171.41734
464800000,-11.059011,170.65779
465400000,-10.86101,169.71626
466000000,-10.685369,168.90964
466600000,-10.517461,168.13159
467200000,-10.343311,167.24263
467800000,-10.188543,166.41985
468400000,-10.027838,165.59477
469000000,-9.8812075,164.78577
469600000,-9.7318125,163.96306
470200000,-9.5804672,163.26056
470800000,-9.4471607,162.46913
471400000,-9.30198,161.67332
472000000,-9.1732922,160.82271
472600000,-9.0445127,160.02437
473200000,-8.9164743,159.25948
473800000,-8.7763395,158.41278
474400000,-8.6594477,157.61198
475000000,-8.5459385,156.79565
475600000,-8.4246922,155.89664
476200000,-8.3192883,155.1833
476800000,-8.2138453,154.34549
477400000,-8.1039314,153.52493
478000000,-8.0051823,152.64282
478600000,-7.9133105,151.84042
479200000,-7.8155923,150.98756
479800000,-7.7240224,150.24043
480400000,-7.6433692,149.34651
481000000,-7.5561986,148.52232
481600000,-7.4763498,147.77966
482200000,-7.4156685,146.90448
482800000,-7.3368902,146.19792
483400000,-7.2571511,145.34029
484000000,-7.2110162,144.54916
484600000,-7.1431422,143.74806
485200000,-7.0947275,143.01068
485800000,-7.0517259,142.27084
486400000,-7.002285,141.48891
487000000,-6.9535589,140.88712
487600000,-6.9120784,140.14822
488200000,-6.8665781,139.46738
488800000,-6.8193603,138.90468
489400000,-6.7864199,138.29597
490000000,-6.7422056,137.68628
490600000,-6.6934128,137.13055
491200000,-6.6438408,136.57179
491800000,-6.5996575,135.96782
492400000,-6.5593281,135.5116
493000000,-6.5111279,134.98857
493600000,-6.465301,134.39523
494200000,-6.39783,133.84238
494800000,-6.3512206,133.23195
495400000,-6.3044343,132.64365
496000000,-6.2562623,132.09209
496600000,-6.2102914,131.53999
497200000,-6.1643739,131.00768
497800000,-6.1226845,130.33087
498400000,-6.0734367,129.76253
499000000,-6.0426774,129.21617
499600000,-5.9880304,128.66849
500200000,-5.9504347,128.12196
500800000,-5.9136653,127.55541
501400000,-5.8667564,127.02004
502000000,-5.8153877,126.41865
502600000,-5.7782078,125.90834
503200000,-5.7436318,125.31012
503800000,-5.6986833,124.70872
504400000,-5.6604338,124.16519
505000000,-5.6299601,123.52532
505600000,-5.5881801,122.93537
506200000,-5.5655513,122.35052
506800000,-5.5332947,121.71698
507400000,-5.4984908,121.12313
508000000,-5.4727941,120.64438
508600000,-5.4432678,120.00552
509200000,-5.4225287,119.48888
509800000,-5.3919058,118.9371
510400000,-5.3722897,118.36909
511000000,-5.3573236,117.86236
511600000,-5.3300762,117.25906
512200000,-5.3035517,116.79034
512800000,-5.2838764,116.26418
513400000,-5.2590241,115.76066
514000000,-5.2338099,115.25523
514600000,-5.2160945,114.73498
515200000,-5.1944385,114.21078
515800000,-5.175406,113.70362
516400000,-5.148571,113.25433
517000000,-5.1341877,112.71866
517600000,-5.1177502,112.22172
518200000,-5.0959845,111.6888
518800000,-5.0804968,111.21516
519400000,-5.0665135,110.6739
520000000,-5.0407605,110.2394
520600000,-5.0256052,109.77059
521200000,-5.0084133,109.2405
521800000,-4.9903741,108.78944
522400000,-4.9730639,108.32733
523000000,-4.9649816,107.87507
523600000,-4.943954,107.43296
524200000,-4.9384995,106.93264
524800000,-4.9016876,106.41928
525400000,-4.8981681,105.91913
526000000,-4.8812466,105.59355
526600000,-4.8694654,105.10646
527200000,-4.8572803,104.55554
527800000,-4.8458281,104.13849
528400000,-4.8362079,103.71175
529000000,-4.8307734,103.28006
529600000,-4.8105025,102.81345
530200000,-4.7997112,102.45412
530800000,-4.7905021,102.0246
531400000,-4.7690063,101.60005
532000000,-4.7633638,101.1861
532600000,-4.7534027,100.73911
533200000,-4.7310491,100.44695
533800000,-4.7221813,99.967651
534400000,-4.7063279,99.596664
535000000,-4.6961503,99.244743
535600000,-4.6850562,98.815704
536200000,-4.6688232,98.502907
536800000,-4.6471086,98.071312
537400000,-4.6335292,97.645973
538000000,-4.6147361,97.224602
538600000,-4.5879025,96.920807
539200000,-4.5705652,96.488312
539800000,-4.5643625,96.071533
540400000,-4.5334511,95.687759
541000000,-4.5201907,95.301666
541600000,-4.497879,94.962837
542200000,-4.4714975,94.49749
542800000,-4.4557052,94.047295
543400000,-4.432796,93.674751
544000000,-4.418067,93.282036
544600000,-4.3949761,92.845245
545200000,-4.3783493,92.393478
545800000,-4.3529716,91.975159
546400000,-4.330976,91.555367
547000000,-4.3232222,91.171005
547600000,-4.3052835,90.737556
548200000,-4.2844105,90.286186
548800000,-4.2613502,89.840118
549400000,-4.2479644,89.410278
550000000,-4.2354431,88.990181
550600000,-4.2189784,88.541512
551200000,-4.1974258,88.078636
551800000,-4.1872549,87.636406
552400000,-4.1783204,87.221848
553000000,-4.1543198,86.830307
553600000,-4.1425395,86.297691
554200000,-4.1330357,85.929016
554800000,-4.1119699,85.439705
555400000,-4.1081338,85.069778
556000000,-4.0902634,84.61129
556600000,-4.0732708,84.157791
557200000,-4.058815,83.701965
557800000,-4.045579,83.223854
558400000,-4.0371976,82.808205
559000000,-4.0188794,82.320763
559600000,-4.0062494,81.900383
560200000,-3.9999697,81.410278
560800000,-3.997647,80.975281
561400000,-3.9791284,80.479767
562000000,-3.9697626,80.072021
562600000,-3.9808226,79.637054
563200000,-3.9637871,79.139282
563800000,-3.9643652,78.684013
564400000,-3.9603934,78.234924
565000000,-3.9569471,77.846855
565600000,-3.9496241,77.41729
566200000,-3.9577415,76.953094
566800000,-3.9509318,76.607452
567400000,-3.9495947,76.131752
568000000,-3.9359281,75.690781
568600000,-3.9313369,75.355553
569200000,-3.9359014,74.918587
569800000,-3.9406288,74.514236
570400000,-3.9315844,74.057838
571000000,-3.9333754,73.673203
571600000,-3.9221542,73.276581
572200000,-3.9364245,72.821678
572800000,-3.9251852,72.482109
573400000,-3.9206076,72.131104
574000000,-3.9259069,71.74678
574600000,-3.9223137,71.315094
575200000,-3.915448,71.023331
575800000,-3.9137321,70.604599
576400000,-3.9178329,70.300964
577000000,-3.9143248,69.902847
577600000,-3.8989875,69.545403
578200000,-3.8921833,69.158356
578800000,-3.8988154,68.79232
579400000,-3.8868032,68.390404
580000000,-3.8841877,68.021019
580600000,-3.8706906,67.623093
581200000,-3.8672025,67.247078
581800000,-3.8580601,66.867554
582400000,-3.8603117,66.513031
583000000,-3.8482246,66.145477
583600000,-3.8443017,65.718956
584200000,-3.8392479,65.413361
584800000,-3.8328588,65.029411
585400000,-3.8279965,64.563843
586000000,-3.8151505,64.180748
586600000,-3.8050447,63.846382
587200000,-3.8066008,63.390713
587800000,-3.7962132,62.997097
588400000,-3.7899346,62.571842
589000000,-3.7927651,62.188366
589600000,-3.7909751,61.840397
590200000,-3.7797339,61.401215
590800000,-3.7783763,61.016983
591400000,-3.7836707,60.592342
592000000,-3.7782152,60.20562
592600000,-3.7835958,59.888287
593200000,-3.7856586,59.511444
593800000,-3.7706985,59.031002
594400000,-3.7675555,58.750015
595000000,-3.7677021,58.335751
595600000,-3.7683904,57.930798
596200000,-3.7744997,57.571125
596800000,-3.7713017,57.181656
597400000,-3.7492583,56.795395
598000000,-3.7546623,56.345169
598600000,-3.768528,55.957806
599200000,-3.7644687,55.628872
599800000,-3.7639132,55.189152
600400000,-3.7727184,54.812759
601000000,-3.7713165,54.441742
601600000,-3.766593,54.088234
602200000,-3.7845912,53.690781
602800000,-3.7782977,53.345932
603400000,-3.7882004,52.960312
604000000,-3.7894664,52.588535
604600000,-3.7903173,52.295483
605200000,-3.7963643,51.954388
605800000,-3.7938032,51.56308
606400000,-3.7931745,51.300358
607000000,-3.7968566,50.895161
607600000,-3.7953112,50.603851
608200000,-3.800344,50.191757
608800000,-3.8019974,49.912106
